imdb_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
The Great Seer,"['historical', 'romance', 'supernatural', 'war']","['historical fiction', 'retrocognition', 'special power', 'precognition', 'goryeo dynasty', 'joseon dynasty', 'political ']",35,10-Oct-12,7-Feb-13,"['wednesday', 'thursday']",['SBS'],65,7.3,746,5122,3470,15+ - Teens 15 or older,"2,389","['Ji Sung', 'Ji Jin Hee', 'Kim So Yeon', 'Song Chang Eui', 'Lee Yoon Ji', 'Lee Moon Shik']",[],7.8,72,The story set in the late Goryeo Dynasty in which a group of Feng Shui advisers to the government authorities help the hero Lee Sung Gye become the first king of the Joseon Dynasty.
Stars Falling from the Sky,"['thriller', 'mystery', 'romance', 'drama']","['antihero', 'psychological', 'murder', 'tragic past', 'smart male lead', 'investigation', 'eccentric male lead', 'cold man/warm woman', 'orphan male lead', 'melodrama ']",16,3-Oct-18,22-Nov-18,"['thursday', 'wednesday']",['tvN'],64,8.3,16805,630,128,15+ - Teens 15 or older,"47,138","['Seo In Guk', 'Jung So Min', 'Park Sung Woong', 'Seo Eun Soo', 'Go Min Si', 'Jang Young Nam']","['Apple TV', 'Viki', 'K-DRAMA']",s 7,114,"The drama draws a love story between two co-workers at an insurance company, with Kim Ji Hoon playing the company's whip-smart lawyer. Because he carries the hurt of having been abandoned by his birth mother, he doesn't easily open his heart to others. Jin Pal Kang (Choi Jung Won) is a 25-year-old employee of the company who becomes responsible for her five younger adopted siblings after her parents meet with sudden deaths.

—DramaWiki"
A New Leaf,"['business', 'law', 'drama']","['lawyer male lead', 'slight romance', 'father-son relationship', 'corruption', 'amnesia ']",16,30-Apr-14,26-Jun-14,"['wednesday', 'thursday']",['MBC'],60,6.8,1216,6098,2623,15+ - Teens 15 or older,"3,497","['Kim Myung Min', 'Kim Sang Joong', 'Park Min Young', 'Oh Jung Se', 'Jin Yi Han', 'Kim Seo Hyung']",['Viki'],6.2,82,An infamous lawyer who loses his memory in an accident but not his skills and talent in deductive reasoning.
One Sunny Day,"['romance', 'drama']","['salesman/saleswoman supporting character', 'florist supporting character', 'police officer supporting character', 'short length series', 'miniseries', 'web series ']",10,19-Dec-14,10-Jan-15,N/A,['LINE TV'],12,7.5,2664,4045,1604,Not Yet Rated,"6,245","['So Ji Sub', 'Kim Ji Won', 'Im Ju Eun', 'Lee Jong Hyuk', 'Ha Jae Sook', 'Yoon Joo Man']",[],7.6,77,Follows the story of a man who goes to Jeju Island and meets a new person.
The King of Dramas,"['business', 'comedy', 'romance', 'drama']","['entertainment industry', 'parody', 'antihero', 'arrogant male lead', 'cold male lead', 'older man/younger woman', 'strong female lead', 'melodrama ']",18,5-Nov-12,7-Jan-13,"['monday', 'tuesday']",['SBS'],65,7.8,4797,2595,959,15+ - Teens 15 or older,"10,613","['Kim Myung Min', 'Jung Ryeo Won', 'Oh Ji Eun', 'Choi Si Won', 'Jung Han Hun', 'Jeon Moo Song']",['SBS World'],7.6,109,"Untypical Korean drama plot with 'no melodrama' about putting together an untypical Korean drama with no melodrama. Fast-paced and full of twists, revenge, greed and fun."
Ice Adonis,"['romance', 'drama', 'melodrama']","['immature female lead', 'transformation', 'strong female lead', 'dark fiction', 'tough past', 'sly female lead', 'single mother', 'bilingual', 'childish female lead', 'wrongfully accused ']",108,27-Feb-12,30-Aug-12,"['monday', 'tuesday', 'wednesday', 'thursday']",['tvN'],40,7.8,581,2606,4048,Not Yet Rated,"1,892","['Lee Yoo Ri', 'Yoon Ah Jung', 'Hyun Woo Sung', 'Jung Chan', 'Min Ji Hyun', 'Kim Young Ran']",['K-DRAMA'],s 8,20,Stories and triangles revolving around the revenge of a woman who lost everything.
Happy If You Died,"['comedy', 'romance', 'drama', 'fantasy']","['time loop', 'sassy female lead', 'adapted from a webtoon', 'boss-employee relationship', 'strong female lead', 'satire', 'male chases female first', 'smart female lead', 'office worker', 'life lesson ']",32,7-Nov-18,27-Dec-18,"['wednesday', 'thursday']",['KBS2'],35,7.8,2461,2394,1375,15+ - Teens 15 or older,"7,400","['Baek Jin Hee', 'Kang Ji Hwan', 'Gong Myung', 'Park Sol Mi', 'Ryu Hyun Kyung', 'In Gyo Jin']",['Viki'],s 7,118,"Baek Jin Sang is Lee Roo Da's boss and he works as a team leader of a company. The team members, including Lee Roo Da, do not like him at all. He is mean and arrogant to the employees. He always believes he is right. On the night of April 14th, Lee Roo Da has a dream of her boss being hit by a truck. The next morning she wakes up and finds that it is still April 14th."
Delicious Proposal,"['food', 'comedy', 'romance']",[''],16,7-Feb-01,29-Mar-01,"['wednesday', 'thursday']",['MBC'],60,7.3,156,72112,7242,13+ - Teens 13 or older,760,"['Son Ye Jin', 'Jung Joon', 'So Ji Sub', 'So Yoo Jin', 'Ji Sung', 'Kwon Sang Woo']",[],7.1,32,All's fair in love and war - and in competition between rival Chinese food restaurants. Kim Hyo Dong (Jung Joon) is the son of a Chinese restaurant owner who strives to serve the best Chinese food in the neighborhood.
On the Way to the Airport,"['romance', 'drama', 'melodrama']","['airport setting', 'flight attendant female lead', 'second chance romance', 'infidelity', 'second chance ']",16,21-Sep-16,10-Nov-16,"['wednesday', 'thursday']",['KBS2'],60,7.8,2608,2429,1438,15+ - Teens 15 or older,"7,013","['Kim Ha Neul', 'Lee Sang Yoon', 'Shin Sung Rok', 'Choi Yeo Jin', 'Jang Hee Jin', 'Kim Hwan Hee']",[],7.3,151,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."
Seoul 1945,"['historical', 'drama']","['historical fiction', 'japanese colonial rule ']",71,7-Jan-06,10-Sep-06,"['saturday', 'sunday']",['KBS1'],50,7.8,47,64284,11688,Not Yet Rated,310,"['Ryu Soo Young', 'So Yoo Jin', 'Kim Ho Jin', 'Han Da Gam', 'Park Sang Myun', 'Lee Byung Wook']",[],6.9,8,"A drama that takes place during turbulent times in Korea, spanning from the end of the Japanese occupation to the eventual split of the country into North and South. The story revolves around the lives of four young adults who grew up together. Choi Oon Hyuk is a child prodigy born into a family of poor miners; Kim Hae Kyung is the eldest daughter of tenant farmers; Lee Dong-Woo is the heir to a wealthy, well-connected family; and Moon Suk Kyung is the only child of an affluent and powerful political ally of Japan. In a blend of personal choices and circumstances beyond their control, each individual embarks on different paths that reflect the chaotic nature of the time as well as their true character. As their paths collide, love, friendship, loyalty, vengeance, moral conscience, and ideology become driving forces to irrevocably change the course of their lives."
Poseidon,"['action', 'military', 'mystery', 'romance']","['coast guard', 'workplace romance', 'slight romance', 'teamwork', 'cohabitation', 'tragic past', 'investigation', 'drama ']",16,19-Sep-11,8-Nov-11,"['monday', 'tuesday']",['KBS2'],67,6.9,1726,5875,2260,Not Yet Rated,"4,182","['Lee Si Young', 'Lee Sung Jae', 'Choi Si Won', 'Park Won Sook', 'Lee Sang Hoon', 'Lee Han Sol']",[],5.5,38,"This action packed thriller follows a covert Marines unit that once trailed Choi Hee Gon, maritime kingpin of a notorious crime syndicate. Team leader Kwon Jung Ryool was forced to abort his mission after Hee Gon slayed his wife and all the loved ones of the team's original members. Stranded, Kim Sun Woo, Jung Ryool's trusted young agent, has remained undercover. Years later, with Poseidon's reputation and credibility wrecked, Jung Ryool summons Sun Woo from the underworld and together, they set out to take down Hee Gon once and for all. More than a pretty face, Lee Soo Yoon joins the new team as a corporal who is not to be tampered with. An energetic series, Poseidon showcases Lee Si Young's real-life boxing skills."
Sweet Enemy,"['drama', 'family', 'melodrama']","['wrongfully accused', 'birth secret', 'long lost child', 'soap opera', 'step-siblings love', 'revenge', 'prison', 'romance ']",124,12-Jun-17,1-Dec-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,6.8,178,77521,7293,15+ - Teens 15 or older,751,"['Park Eun Hye', 'Yoo Geon', 'Lee Jae Woo', 'Park Young Rin', 'Lee Bo Hee', 'Choi Ja Hye']",[],s 9,6,Oh Dal Nim is falsely accused of murder. She decides to take revenge on those responsible for her misery
Spotlight,"['mystery', 'business', 'law', 'political']","['reporter female lead', 'cold male lead', 'news media', 'news anchor', 'news station', 'corruption', 'boss-employee relationship', 'investigation ']",16,14-May-08,3-Jul-08,"['wednesday', 'thursday']",['MBC'],70,7,189,75807,7259,Not Yet Rated,757,"['Son Ye Jin', 'Ji Jin Hee', 'Jo Yoon Hee', 'Jin Goo', 'Jung Kyu Soo', 'Kim  Jung Wook']",['Viki'],7.5,26,"Oh Tae Suk, a supervisor in a news division, works with his junior reporter Seo Woo Jin to expose the injustices of society."
Return,"['thriller', 'mystery', 'law']","['strong female lead', 'revenge', 'tragic past', 'murder', 'drug addiction', 'infidelity', ""childhood friends' relationship"", 'police department setting', 'teacher supporting character', 'lawyer female lead ']",34,17-Jan-18,22-Mar-18,"['wednesday', 'thursday']",['SBS'],35,7.8,1298,2426,2327,15+ - Teens 15 or older,"4,030","['Go Hyun Jung', 'Park Jin Hee', 'Lee Jin Wook', 'Shin Sung Rok', 'Bong Tae Kyu', 'Park Ki Woong']",['Viki'],7.3,79,"Choi Ja-Hye is a lawyer and Dokgo Young is a detective with a hot temper,but they must work together to solve a murder case in which the suspects are children from the elite class."
How to Buy a Friend,"['mystery', 'comedy', 'romance', 'drama']","['school bullying', 'high school', 'bromance', 'suicide', 'death', 'adapted from a webtoon', 'investigation', 'poetry', 'adolescence', 'flashback to past ']",8,6-Apr-20,14-Apr-20,"['monday', 'tuesday']",['KBS2'],35,7.9,2568,2129,1310,15+ - Teens 15 or older,"7,782","['Lee Shin Young', 'Shin Seung Ho', 'Kim So Hye', 'Oh Hee Joon', 'Min Do Hee', 'Jo Yi Hyun']",['Viki'],7.2,42,"Rumors surround Don Hyuk, a highly praised high school fighter, after his girlfriend's sudden suicide Plagued by the trauma he is quick to fight if someone even mentions her name, landing him in juvenile detention. After his release, he returns t school where he comes across a poem written by Chan Hong, a particularly average student who ha a knack for writing. Eventually, Don Hyuk discover a clue about his girlfriend's death and approaches Chan Hong to help him investigate, and in exchang he will serve as Chan Hong's personal bodyguard. This contractual relationship entangles them bot in a series of dramatic events as they try to uncover the truth behind the suicide.

—tanishakarmakarslg"
Taejo Wang Geon,['historical'],"['royalty', 'goryeo dynasty', 'king male lead', 'taejo', 'historical figure', 'historical fiction ']",200,1-Apr-00,24-Feb-02,"['saturday', 'sunday']",['KBS1'],60,7.4,58,69925,12298,15+ - Teens 15 or older,277,"['Choi Soo Jong', 'Kim Yeong Cheol', 'Kim Hye Ri', 'Seo In Seok', 'Kim Seok Wook', 'Kim  Hak Chul']",[],8.4,18,"This drama is about Emperor Wang Gun, the founder of the Goryo Dynasty."
Tazza,"['action', 'adventure', 'thriller', 'romance']","['gambling', 'adapted from a manhwa', 'revenge', ""childhood friends' relationship"", 'gambler male lead', 'first love', 'melodrama', 'drama', 'friendship', 'suspense ']",21,16-Sep-08,25-Nov-08,"['monday', 'tuesday']",['SBS'],75,7.5,512,4127,3970,15+ - Teens 15 or older,"1,945","['Jang Hyuk', 'Kim Min Joon', 'Kim Gab Soo', 'Han Ye Seul', 'Kang Sung Yun', 'Lee So Jung']",['Viki'],7.8,74,Go Ni suffers an incredible loss when his mother and stepfather die because of Young Min. He later ends up in jail where he meets people who will change his life forever. Go Ni learns from a top tazza player in hopes of getting revenge.
You and I,"['drama', 'melodrama']",[''],58,11-Oct-97,26-Apr-98,"['saturday', 'sunday']",['MBC'],N/A,7.7,9,64788,99999,Not Yet Rated,123,"['Seo Yoo Jung', 'Song Seung Heon', 'Cha In Pyo', 'Park Sang Won', 'Choi Bool Am', 'Shim Yang Hong']",[],8.9,8,"Park Jae Chul is an old sailor and a father to three sons and one daughter, Dong Kyu (the eldest), Young Kyu, Sang Ok and Min Kyu (youngest). Dong Kyu is a working man and carries the responsibility as the eldest in his family. He's in love with Yoon Su Kyung (his co-worker). They work together to overcome all difficulties to get married. Young Kyu dreams of nothing but money and marrying a rich girl one day. While serving in the military, he tricked a naive country girl Mi Sook, promising to marry her. Mi Sook becomes blinded by love and provided all his needs. Sang Ok is the only girl in the family. She's a college student. Their youngest Min Kyu is a quiet and introverted son. He distances himself from his family and people because he's troubled by the fact that he's from another mother. Though he's a talented painter, he doesn't use his talent much. His brother Young Kyu and the rich girl Shi Yeon always stand by his side and push him to be better.

—Anonymous"
Glory Jane,"['romance', 'drama']","['baseball', 'sports ']",24,12-Oct-11,28-Dec-11,"['wednesday', 'thursday']",['KBS2'],66,7,1960,5780,2188,Not Yet Rated,"4,346","['Chun Jung Myung', 'Park Min Young', 'Lee Jang Woo', 'Lee Jin', 'Choi Ran', 'Park Sung Woong']",[],7.3,52,"Young Kwang is a second-string baseball player struggling to support his family. Seo In Woo is his lifelong rival, a first-string player and the son of a wealthy businessman. After both men are injured on the same day, they are rushed to the hospital and meet beautiful, bubbly nurse Yoon Jae In. Connecting over their lifelong struggles with poverty, Young Kwang and Jae In develop a strong connection, but a web of secrets about Jae In's past soon plagues their budding relationship, not to mention that In Woo is also after her heart. Will Jae In be able to find true love despite her complicated past?"
Three Days,"['action', 'thriller', 'drama']","['political', 'bodyguard male lead', 'suspense ']",16,5-Mar-14,1-May-14,"['wednesday', 'thursday']",['SBS'],60,7.7,2811,2945,1431,Not Yet Rated,"7,055","['Park Yoo Chun', 'Son Hyun Joo', 'Park Ha Sun', 'So Yi Hyun', 'Yoon Je Moon', 'Choi Won Young']","['SBS World', 'Viki']",7.2,201,"Three shots are fired and the president of South Korea suddenly goes missing from his vacation villa. Three Days is a condensed-time thriller that follows the struggles of elite Blue House bodyguard Han Tae Kyung (Park Yoo Chun) to find and protect the president. With the aid of local police officer Yoon Bo Won (Park Ha Sun) and fellow Blue House guards, will Han Tae Kyung be able to save the president before it's too late?"
The Sons of Sol Pharmacy House,"['comedy', 'romance', 'family']","[""brothers' relationship"", 'jerk male lead', 'nerdy male lead', 'big family', 'multiple mains', 'older woman/younger man', 'multiple couples', 'female chases male first ']",54,11-Apr-09,11-Oct-09,"['saturday', 'sunday']",['KBS2'],65,7.6,285,66653,5367,Not Yet Rated,"1,243","['Son Hyun Joo', 'Lee Pil Mo', 'Han Sang Jin', 'Ji Chang Wook', 'Yoo Ha Na', 'Park Sun Young']",[],7.9,33,"Song Jin Poong is the eldest of four sons and works hard to earn money to support his family. He is also a man who cannot forget his first love. His mother, Ok Hee, wants him to get married because he is already 38 years old. Ok Hee believes that her sons are great catches and any woman would be lucky enough to marry them, however, their neighbors feel differently as each son has an unique problem."
The Queen's Classroom,"['school', 'youth', 'drama']","[""classmates' relationship"", 'child supporting character', 'child female lead', 'child male lead', 'teacher female lead', 'cold-hearted female lead', 'elementary school', 'multiple mains', 'child abuse', 'student ']",16,12-Jun-13,1-Aug-13,"['wednesday', 'thursday']",['MBC'],65,7.9,1514,1815,2357,15+ - Teens 15 or older,"3,974","['Go Hyun Jung', 'Seo Shin Ae', 'Chun Bo Geun', 'Kim Hyang Gi ', 'Kim Sae Ron', 'Lee Young Yoo']",[],7.8,80,Discord prevails in the classroom as sixth grade students struggle to meet the rigid expectations of their impassive teacher.
Ruby Ring,"['romance', 'drama', 'family', 'melodrama']","['twins', ""sisters' relationship"", 'sly female lead', 'imposter', 'gold digger female lead', 'nice female lead', 'soap opera', 'plastic surgery', 'stolen identity', 'identity swap ']",93,19-Aug-13,3-Jan-14,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.3,175,72146,8082,15+ - Teens 15 or older,621,"['Lee So Yeon', 'Im Jung Eun', 'Kim Seo Ra', 'Ha Joo Hee', 'Hwang Chan Woo', 'Kim Suk Hoon']","['KBS Drama', 'KBS World']",7.5,13,"Two sisters- Runa bad Ruby- with very opposite personalities have a car crash and one sister decides to steal the face, life and love of the other sister."
My Beautiful Bride,"['action', 'mystery', 'romance', 'crime']","['gangster supporting character', 'police officer female lead', 'police officer male lead', 'underworld', 'conflict', 'hardworking male lead', 'unconditional love', 'hidden personality', 'strong male lead', 'loan shark ']",16,20-Jun-15,9-Aug-15,"['saturday', 'sunday']",['OCN'],60,7.9,2280,1834,1261,15+ - Teens 15 or older,"8,134","['Kim Mu Yeol', 'Lee Si Young', 'Go Sung Hee', 'Ryu Seung Soo', 'Park Hae Joon', 'Lee Jae Yong']",[],7.4,87,"One man does whatever it takes to find his missing fiancée, even if he has to get his hands dirty and fight his way through the underworld in the process."
Woman with a Suitcase,"['law', 'drama', 'melodrama']","['lawyer female lead', 'wrongfully accused', 'slight romance', 'death', 'strong female lead', 'second chance', 'murder ']",16,26-Sep-16,15-Nov-16,"['monday', 'tuesday']",['MBC'],60,7.5,1213,3851,2646,15+ - Teens 15 or older,"3,457","['Choi Ji Woo', 'Joo Jin Mo', 'Jeon Hye Bin', 'Lee Joon', 'Jang Hyun Sung', 'Jin Kyung']",[],s 7,58,"A paralegal that has a reputation for getting things done meets a former prosecutor turned paparazzi owner who is trying to unravel the case that got him disbarred. She'll do whatever it takes to solve a case, which is just what he needs. Will the mega corp Oh Sung flatten them both, and will they fall in love?"
Memory,"['law', 'romance', 'life', 'drama']","[""alzheimer's disease"", 'teamwork', 'bromance', 'mother-son relationship', 'father-son relationship', ""co-workers' relationship"", 'workplace setting', 'ex-spouse relationship', 'vice president supporting character', 'judge supporting character ']",16,18-Mar-16,7-May-16,"['friday', 'saturday']",['tvN'],65,8.3,1331,760,1561,15+ - Teens 15 or older,"6,425","['Lee Sung Min', 'Kim Jee Soo', 'Park Jin Hee', 'Lee Jun Ho', 'Jeon Noh Min', 'Yoon So Hee']",[],s 8,73,"Park Tae Suk is a lawyer who finds out that he has Alzheimer's and puts his life on the line to fight one last case. The drama depicts his vigorous efforts trying to protect the precious value of the life and family love, while his memory starts fading away."
Pegasus Market,"['business', 'comedy', 'drama']","['adapted from a webtoon', 'eccentric male lead', 'teamwork', 'boss-employee relationship', 'supermarket', 'corruption', 'nice male lead', 'character development', 'tragic past', 'bromance ']",12,20-Sep-19,6-Dec-19,['friday'],['tvN'],75,8.2,1490,859,2041,15+ - Teens 15 or older,"4,696","['Kim Byung Chul', 'Lee Dong Hwi', 'Jung Hye Sung', 'Choi Kwang Je', 'Jung Min Sung', 'Kang Hong Suk']",[],8.2,83,"""Cheap Cheonlima Mart"" tells the story of employees at a falling-behind store where the staff is king, rather than the customer. While the manager tries to revive the mart, they're up against the ""human bulldozer"" boss that aims to ruin the store."
Left-Handed Wife,"['mystery', 'business', 'romance', 'melodrama']","['orphan male lead', 'identity swap', 'amnesia', 'rich man/poor woman', 'rich male lead', 'first love', 'lovers separated', 'cosmetic company', 'art', ""childhood friends' relationship ""]",103,2-Jan-19,31-May-19,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.2,251,73155,4598,15+ - Teens 15 or older,"1,551","['Lee Soo Kyung', 'Kim Jin Woo', 'Ha Yun Joo', 'Jin Tae Hyun', 'Kim Byung Gi', 'Lee Seung Yeon']",['KBS World'],6.3,18,"Lee Soo Ho and Oh San Ha are deeply in love. They have their wedding and go on a honeymoon. During their honeymoon, Soo Ho has an accident and loses his memory. Meanwhile, San Ha does not know what happened to her husband and tries to find him. A conspiracy lurks beneath."
My Unfortunate Boyfriend,"['romance', 'drama']","['clumsy male lead', 'amusement park setting', 'airhead male lead', 'hardworking female lead', 'naive male lead', 'eccentric male lead', 'weak male lead', 'nice male lead', 'first love ']",16,10-Apr-15,30-May-15,"['friday', 'saturday']",['MBC Dramanet'],50,7.1,3200,5493,1156,13+ - Teens 13 or older,"8,811","['Noh Min Woo', 'Yang  Jin Sung', 'Jung Yoon Hak', 'Han Hye Rin', 'Kim Eun Jung', 'Yoon Joo Sang']","['AsianCrush', 'Prime Video']",6.1,63,"Yoo Ji Na (Yang Jin Sung) is a budding career woman who has absolutely no issues with lying to get what she wants. But when she falls for the innocent and naive Yoon Tae Woon (No Min Woo), who is truthful to a fault, their budding romance becomes a liability for Ji Na's cutthroat corporate job. Can these unlikely lovers stay true to themselves and manage to stay together?"
Golden Time,"['comedy', 'romance', 'medical']","['hospital setting', 'surgeon male lead', 'emergency department', 'resident doctor ']",23,9-Jul-12,25-Sep-12,"['monday', 'tuesday']",['MBC'],65,7.4,711,4372,3649,Not Yet Rated,"2,228","['Lee Sun Kyun', 'Lee Sung Min', 'Hwang Jung Eum', 'Song Sun Mi', 'Chun Jae Ho', 'Sun Woo Yong Nyeo']",['Viki'],7.9,92,"The one hour you have to save a person's life after a traumatic injury is what emergency physicians call ""golden time."""
Secrets of Women,"['drama', 'family', 'melodrama']","['sly female lead', 'friends to enemies', 'hatred', 'nice female lead', 'greed', 'soap opera', 'betrayal', 'jealousy', 'coma', 'revenge ']",104,27-Jun-16,25-Nov-16,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.2,139,73136,7776,Not Yet Rated,664,"['So Yi Hyun', 'Oh Min Suk', 'Kim Yun Seo', 'Jung Heon', 'Kim Seo Ra', 'Park Chul Ho']",['KBS World'],6.9,8,"A woman who used to be as innocent as a white swan, turns into a black one to avenge her father and bring back her child that was taken from her."
Pink Lipstick,"['romance', 'drama', 'melodrama']","[""best friends' relationship"", 'retaliation', 'multiple marriages', 'wedlock child', 'infidelity', 'revenge', 'marriage', 'friendship ']",149,11-Jan-10,6-Aug-10,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],40,7.2,418,5207,6142,15+ - Teens 15 or older,"1,010","['Park Eun Hye', 'Lee Joo Hyun', 'Park Kwang Hyun', 'Seo Yoo Jung', 'May Bee', 'Jung Yoo Chan']",[],7.5,17,"Park Eun Hye, who rose to prominence inJewel in the Palace,Yi San and Taiwanese dramaSilence, brings her usual charm to this compelling daily drama. With strong ratings, Pink Lipstick'sstory of a good woman turned revenge-seeker against her cheating husband was picked up by a television network in Taiwan. It co-stars Park Kwang Hun (The Bean Chaff of My Life) and Lee Joo Hyun, who is probably best known as the charismatic detective inWhen It's at Night. Yoo Ga Eun (played by Park Eun Hye) is the kind of kind-hearted woman that everyone loves. After falling for Park Jung Woo (Lee Joo Hyun), she dates and then marries him. She has a perfect, happy life, especially after they adopt a daughter. One day, however, she discovers that her husband had an affair with her best friend Mi Ran (Seo Yoo Jung), and that her adopted daughter is the product of that liason. Shaken to the core, Ga Eun sets out on a course that proves that even nice women, when betrayed, can enact justice on those who hurt them. Leaving Jung Woo and taking her life in her own hands, she marries wealthy businessman Maeng Ho Geol as part of a carefully-constructed revenge plan. When a man named Ha Jae Bum (Park Kwang Hyun) unexpectedly enters her life, he may be just the one to offer her the love that her husband didn't - but can she learn to trust again? And when Jae Bum promises to support her no matter what, will she have to sacrifice him to gain revenge? Meanwhile, her ex-husband and scheming best friend discover that the woman they always took for granted has more to her than meets the eye..."
Vampire Idol,"['comedy', 'drama', 'supernatural', 'sitcom']","[""roommates' relationship"", 'vampire male lead', 'melodrama', 'vampire ']",79,5-Dec-11,30-Mar-12,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBN'],30,7.3,412,71275,2868,Not Yet Rated,"3,089","['Lee Jung', 'Lee Soo Hyuk', 'Bang Min Ah', 'Kang Min Kyung', 'Lee Yoo Bi', 'Chun Woo Hee']",[],6.9,28,"Young Vampire prince, from Vampire planet visits earth to see live performance of his favorite Idol contender, and remains stuck there with his three trusted and loyal servants. He then decides to join competition himself."
A Place in the Sun,"['business', 'romance', 'drama', 'melodrama']","['car accident', 'tough male lead', 'orphan male lead', 'smart male lead', 'birth secret', 'switched at birth', 'nice male lead', 'unexpected pregnancy', 'jealousy', 'corruption ']",102,3-Jun-19,1-Nov-19,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.4,221,70121,4612,15+ - Teens 15 or older,"1,545","['Oh Chang Seok', 'Yoon So Yi', 'Choi Sung Jae', 'Ha Shi Eun', 'Jung Han Yong', 'Choi Jung Woo']",['KBS World'],7.2,13,"Kim Yoo Wol became an orphan and he was raised by foster parents. He worked extremely hard and passed his CPA exam. He enjoys happy days with his girlfriend Yoon Shi Wol, but he has a near-death experience. He changes his life and goes under the alias of Oh Tae Yang. He is dead to Yoon Shi Wol. Meanwhile Yoon Shi Wol, who believes her boyfriend Kim Yoo Wol is dead, has a difficult time. She begins to work at conglomerate company Yangji Group. There, she meets Oh Tae Yang."
Chungil Electronics Miss Lee,"['business', 'comedy', 'life', 'drama']","['workplace setting', 'company president (ceo) female lead', 'hardship', 'innocent female lead', 'cheerful female lead', 'team manager', 'tough female lead', 'shy female lead', 'nice female lead', 'hardworking female lead ']",16,25-Sep-19,14-Nov-19,"['wednesday', 'thursday']",['tvN'],65,7.2,294,72332,4797,15+ - Teens 15 or older,"1,464","['Lee Hye Ri', 'Kim Sang Kyung', 'Cha Seo Won', 'Uhm Hyun Kyung', 'Jeong Hee Tae', 'Baek Ji Won']",[],7.4,27,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."
Avengers Social Club,"['friendship', 'comedy', 'life', 'drama']","['revenge', 'sismance', 'strong female lead', 'healing', 'smart male lead', 'mother-son relationship', 'mother-daughter relationship', 'tragic past', 'abusive husband', 'nice stepmother ']",12,11-Oct-17,16-Nov-17,"['wednesday', 'thursday']",['tvN'],66,8.6,5088,265,763,15+ - Teens 15 or older,"13,567","['Lee Yo Won', 'Ra Mi Ran', 'Myung Se Bin', 'Lee Jun Young', 'Choi Byung Mo', 'Jang Yong']",['K-DRAMA'],8.1,198,This series features three women from different status coming together for revenge. They join forces to carry out their individual revenges.
Mr. Baek,"['comedy', 'romance', 'drama', 'fantasy']","['age gap [drama life]', 'age gap [real life]', 'older man/younger woman', 'love at first sight', 'hidden identity', 'becoming young', 'body transformation', 'father-son relationship', 'boss-employee relationship', 'rich man/poor woman ']",16,5-Nov-14,25-Dec-14,"['wednesday', 'thursday']",['MBC'],60,7.2,2015,5270,1688,15+ - Teens 15 or older,"5,844","['Shin Ha Kyun', 'Jang Na Ra', 'Lee Joon', 'Jung Suk Won', 'Park Ye Jin', 'Jeon Gook Hwan']",['Viki'],6.7,84,"Mr. Baek is a successful hotelier who's more interested in hoarding his money than in enjoying his golden years. But in a strange turn of events, this classic scrooge gets a second chance at life when he wakes up as a younger version of himself (Shin Ha Kyun). With no way to prove his identity, Mr. Baek must enter his own company as a rookie and is forced to work his way up once again. With precious little time, Mr. Baek is given the opportunity to take stock of his life - and to give love a chance."
The Devil,['drama'],[''],12,2022,?,N/A,['SBS'],N/A,N/A,N/A,32190,6575,Not Yet Rated,894,"['Kim Tae Ri', 'Oh Jung Se', 'Hong Kyung']",[],s 8,137,"A policeman, a lawyer, and a librarian with the power of psychometry all become involved in a twisting tale of murder and revenge that has links to their past."
Golden Cross,"['thriller', 'romance', 'drama', 'melodrama']","['revenge', 'double identity', 'suspense ']",20,9-Apr-14,19-Jun-14,"['wednesday', 'thursday']",['KBS2'],60,7.3,669,4840,3498,Not Yet Rated,"2,365","['Han Da Gam', 'Kim Kang Woo', 'Uhm Ki Joon', 'Jeong Bo Seok', 'Lee Si Young', 'Choi Woo Suk']",['Viki'],7.2,43,"In this thrilling melodrama, the Golden Cross is a group of the top 0.001% richest and most powerful Koreans who control politics and the economy through conspiracies and stratagems. When Kang Do Yun (Kim Kang Woo) gets involved with one of their schemes, his sister ends up losing her life at the hands of one of its leaders. After his father is framed for the murders, Kang Do Yun vows to bring the corrupt group down, becoming a prosecutor seeking revenge. His plan gets complicated, however, when he falls for the daughter (Lee Si Young) of the very man responsible for the death of his family."
